customer_id,payment_method,monthly_charges,total_charges
CUST0682,Bank transfer,30.29,1028.89
CUST0683,Bank transfer,76.71,2672.25
CUST0684,Electronic check,99.09,6723.89
CUST0685,Bank transfer,76.16,3111.12
CUST0686,Mailed check,24.97,1347.77
CUST0687,Electronic check,48.44,2456.16
CUST0688,Credit card,95.37,5807.6
CUST0689,Credit card,102.55,1604.67
CUST0690,Mailed check,108.33,5154.15
CUST0691,Mailed check,95.3,2135.38
CUST0692,Electronic check,46.38,2901.56
CUST0693,Mailed check,101.85,987.29
CUST0694,Bank transfer,41.88,1661.56
CUST0695,Electronic check,66.1,3596.22
CUST0696,Electronic check,28.41,1925.03
CUST0697,Electronic check,39.39,481.01
CUST0698,Credit card,77.52,516.52
CUST0699,Bank transfer,40.57,2097.64
CUST0700,Bank transfer,51.51,3305.1
CUST0701,Credit card,79.4,3461.15
CUST0702,Mailed check,30.0,1170.39
CUST0703,Credit card,31.28,1488.74
CUST0704,Bank transfer,55.94,248.2
CUST0705,Bank transfer,114.53,2611.81
CUST0706,Bank transfer,69.89,4142.06
CUST0707,Bank transfer,48.3,
CUST0708,Credit card,91.32,2977.82
CUST0709,Bank transfer,112.02,3594.34
CUST0710,Mailed check,49.73,1335.69
CUST0711,Electronic check,91.26,6202.52
CUST0712,Electronic check,98.66,5335.67
CUST0713,Bank transfer,28.47,1428.99
CUST0714,Bank transfer,71.63,1152.28
CUST0715,Credit card,26.71,1033.7
CUST0716,Electronic check,104.17,838.03
CUST0717,Bank transfer,68.05,1271.89
CUST0718,Credit card,32.01,437.08
CUST0719,Bank transfer,70.06,1297.18
CUST0720,Bank transfer,98.5,1985.84
CUST0721,Mailed check,78.45,5132.24
CUST0722,Electronic check,109.98,6676.18
CUST0723,Electronic check,52.12,280.47
CUST0724,Electronic check,28.6,1582.62
CUST0725,Electronic check,103.24,7233.84
CUST0726,Bank transfer,98.24,863.98
CUST0727,Electronic check,116.81,4396.26
CUST0728,Credit card,85.32,1233.03
CUST0729,Bank transfer,27.29,1218.27
CUST0730,Electronic check,70.76,4402.15
CUST0731,Credit card,75.25,256.21
CUST0732,Credit card,63.65,
CUST0733,Electronic check,63.86,105.98
CUST0734,Electronic check,69.49,3567.51
CUST0735,Bank transfer,89.78,6374.72
CUST0736,Credit card,32.27,893.78
CUST0737,,102.72,266.61
CUST0738,Electronic check,23.13,165.08
CUST0739,Electronic check,98.26,2794.14
CUST0740,Bank transfer,116.03,
CUST0741,Mailed check,46.87,3255.95
CUST0742,Electronic check,83.77,5031.86
CUST0743,Bank transfer,42.74,2403.63
CUST0744,Bank transfer,21.61,
CUST0745,Electronic check,27.14,1539.63
CUST0746,Credit card,24.46,1217.11
CUST0747,Electronic check,115.52,5706.34
CUST0748,Mailed check,51.69,796.54
CUST0749,Electronic check,27.97,1152.82
CUST0750,Electronic check,87.41,1502.56
CUST0751,Bank transfer,21.55,371.53
CUST0752,Electronic check,55.44,3094.87
CUST0753,Electronic check,111.07,1568.06
CUST0754,Electronic check,63.86,64.73
CUST0755,Mailed check,52.28,
CUST0756,Credit card,36.56,2428.3
CUST0757,Electronic check,79.84,2828.21
CUST0758,Credit card,103.1,2763.19
CUST0759,Credit card,100.36,1228.75
CUST0760,Electronic check,30.04,2003.15
CUST0761,Mailed check,46.53,58.2
CUST0762,Mailed check,61.82,3438.23
CUST0763,Bank transfer,74.34,2209.74
CUST0764,Mailed check,54.76,2289.73
CUST0765,Electronic check,76.23,2345.45
CUST0766,Electronic check,60.98,3848.99
CUST0767,Bank transfer,111.22,
CUST0768,,53.15,
CUST0769,Electronic check,83.16,4259.97
CUST0770,Electronic check,21.47,784.48
CUST0771,Bank transfer,29.97,1305.67
CUST0772,Mailed check,92.76,3477.27
CUST0773,Mailed check,34.38,1044.39
CUST0774,Credit card,96.74,1813.26
CUST0775,Bank transfer,115.95,4031.82
CUST0776,Electronic check,36.62,2007.86
CUST0777,Electronic check,72.25,5141.26
CUST0778,Electronic check,36.42,1769.67
CUST0779,Electronic check,82.5,2071.95
CUST0780,Credit card,82.45,2958.53
CUST0781,Electronic check,77.57,2207.3
CUST0782,Credit card,36.48,73.94
CUST0783,Mailed check,97.39,5961.41
CUST0784,Credit card,88.54,3193.23
CUST0785,Electronic check,57.42,2627.22
CUST0786,Credit card,23.35,281.05
CUST0787,Credit card,83.22,331.91
CUST0788,Bank transfer,28.28,146.53
CUST0789,Bank transfer,71.63,258.94
CUST0790,Mailed check,37.3,1330.18
CUST0791,Credit card,51.75,3117.66
CUST0792,Bank transfer,106.46,3431.46
CUST0793,Credit card,117.93,4811.07
CUST0794,Credit card,54.69,1234.27
CUST0795,Electronic check,71.7,4745.31
CUST0796,Credit card,53.47,763.37
CUST0797,Bank transfer,67.36,176.44
CUST0798,Mailed check,36.4,2332.64
CUST0799,Electronic check,65.87,2798.94
CUST0800,Mailed check,20.49,601.12
CUST0801,Electronic check,97.33,3154.36
CUST0802,Electronic check,111.46,
CUST0803,Electronic check,46.1,1151.9
CUST0804,Mailed check,32.87,428.01
CUST0805,Bank transfer,98.1,5416.7
CUST0806,Electronic check,79.02,838.98
CUST0807,Mailed check,87.5,4139.18
CUST0808,Mailed check,44.86,1707.94
CUST0809,Credit card,102.05,3272.51
CUST0810,Electronic check,94.93,6257.63
CUST0811,Mailed check,81.56,
CUST0812,Bank transfer,47.27,1125.2
CUST0813,Bank transfer,78.79,2298.39
CUST0814,Electronic check,73.22,
CUST0815,Bank transfer,95.09,4274.2
CUST0816,Electronic check,112.12,299.53
CUST0817,Credit card,75.01,1560.41
CUST0818,Mailed check,95.68,3901.51
CUST0819,Bank transfer,61.03,3675.44
CUST0820,Electronic check,22.27,945.47
CUST0821,Credit card,52.27,1599.67
CUST0822,Mailed check,44.49,
CUST0823,Credit card,63.85,671.28
CUST0824,Mailed check,30.36,1613.43
CUST0825,Electronic check,109.92,6814.2
CUST0826,Mailed check,22.59,806.08
CUST0827,Electronic check,80.74,
CUST0828,Bank transfer,81.85,130.74
CUST0829,Credit card,21.42,1394.15
CUST0830,Mailed check,110.63,2910.38
CUST0831,Mailed check,64.66,842.87
CUST0832,Credit card,94.31,5587.62
CUST0833,Mailed check,39.64,2419.32
CUST0834,Credit card,78.89,171.27
CUST0835,Mailed check,106.73,2429.69
CUST0836,Credit card,26.56,19.76
CUST0837,Electronic check,30.29,404.07
CUST0838,Bank transfer,97.98,2132.5
CUST0839,Electronic check,20.57,990.22
CUST0840,Bank transfer,52.18,1385.77
CUST0841,Electronic check,98.12,1362.69
CUST0842,Electronic check,31.1,1331.83
CUST0843,Mailed check,75.67,2982.86
CUST0844,,56.22,3230.66
CUST0845,Bank transfer,21.62,1096.34
CUST0846,Bank transfer,99.86,4328.61
CUST0847,Mailed check,27.3,1543.58
CUST0848,Credit card,62.71,2358.87
CUST0849,Bank transfer,40.61,1836.22
CUST0850,Credit card,36.33,1574.96
CUST0851,Credit card,24.92,1214.93
CUST0852,Bank transfer,94.97,6344.68
CUST0853,Electronic check,116.16,1702.41
CUST0854,Credit card,92.96,1062.29
CUST0855,Electronic check,81.76,5019.69
CUST0856,,110.9,
CUST0857,Electronic check,30.01,555.06
CUST0858,Credit card,67.62,4705.73
CUST0859,Credit card,100.54,6398.82
CUST0860,Bank transfer,95.99,2746.88
CUST0861,Bank transfer,21.43,1084.96
CUST0862,Electronic check,94.5,4929.55
CUST0863,Mailed check,26.31,1644.07
CUST0864,Electronic check,75.33,5392.38
CUST0865,Electronic check,100.03,2887.14
CUST0866,Credit card,105.83,2306.1
CUST0867,Electronic check,112.31,2032.89
CUST0868,Electronic check,103.43,3266.81
CUST0869,Electronic check,72.42,4155.11
CUST0870,Bank transfer,58.15,620.61
CUST0871,Electronic check,80.33,3062.44
CUST0872,Credit card,84.03,655.12
CUST0873,Mailed check,80.66,5199.28
CUST0874,Bank transfer,91.83,1147.78
CUST0875,Electronic check,49.23,188.13
CUST0876,Bank transfer,40.94,1337.16
CUST0877,Bank transfer,102.87,1194.57
CUST0878,Mailed check,95.48,3292.25
CUST0879,Electronic check,29.05,2101.4
CUST0880,Credit card,52.38,2591.48
CUST0881,Electronic check,21.24,590.33
CUST0882,Mailed check,90.67,2224.27
CUST0883,Bank transfer,29.66,1406.11
CUST0884,Bank transfer,46.91,2144.61
CUST0885,Electronic check,88.2,5072.14
CUST0886,Electronic check,43.26,808.52
CUST0887,Electronic check,72.98,533.9
CUST0888,Electronic check,100.49,6419.49
CUST0889,Mailed check,42.66,2437.52
CUST0890,Electronic check,52.69,402.15
CUST0891,Electronic check,77.4,5379.74
CUST0892,Electronic check,79.01,1230.9
CUST0893,Bank transfer,86.87,6124.32
CUST0894,Credit card,86.35,3954.16
CUST0895,Bank transfer,63.51,2625.66
CUST0896,Bank transfer,114.68,4223.87
CUST0897,Credit card,70.87,3561.61
CUST0898,Mailed check,40.6,1115.14
CUST0899,Electronic check,34.17,1683.12
CUST0900,Electronic check,104.26,
CUST0901,Electronic check,38.34,1094.6
CUST0902,Electronic check,75.47,
CUST0903,Bank transfer,81.53,4070.31
CUST0904,Electronic check,105.95,2835.73
CUST0905,Electronic check,22.53,850.19
CUST0906,,57.04,
CUST0907,Bank transfer,84.89,1399.32
CUST0908,Electronic check,65.5,4168.44
CUST0909,Electronic check,24.26,791.62
CUST0910,Mailed check,66.35,3433.98
CUST0911,Bank transfer,74.82,1896.9
CUST0912,Credit card,39.94,2300.29
CUST0913,Bank transfer,77.51,2122.85
CUST0914,Credit card,22.15,1548.22
CUST0915,Electronic check,67.51,1370.56
CUST0916,Bank transfer,89.0,1464.37
CUST0917,Mailed check,78.49,3814.19
CUST0918,Bank transfer,119.29,1102.71
CUST0919,,105.13,6697.52
CUST0920,Electronic check,53.75,1643.53
CUST0921,Electronic check,89.53,245.62
CUST0922,Electronic check,48.16,2077.37
CUST0923,,35.4,
CUST0924,Bank transfer,98.61,946.68
CUST0925,Bank transfer,58.69,716.83
CUST0926,Mailed check,70.76,2576.08
CUST0927,Credit card,59.47,628.3
CUST0928,Mailed check,95.43,4250.82
CUST0929,Bank transfer,76.92,4484.07
CUST0930,Credit card,89.09,5603.64
CUST0931,Bank transfer,98.83,
CUST0932,Electronic check,39.78,954.45
CUST0933,Credit card,116.14,7389.65
CUST0934,Electronic check,83.05,2343.81
CUST0935,Credit card,61.7,1019.85
CUST0936,Mailed check,116.55,4223.96
CUST0937,Electronic check,82.36,4982.09
CUST0938,Electronic check,104.78,
CUST0939,Credit card,102.41,1960.37
CUST0940,Credit card,34.41,1638.62
CUST0941,Mailed check,65.59,3183.69
CUST0942,Electronic check,82.89,3496.01
CUST0943,Electronic check,26.39,115.13
CUST0944,Electronic check,72.47,3202.86
CUST0945,Credit card,25.25,
CUST0946,Bank transfer,69.22,
CUST0947,Bank transfer,59.72,3727.59
CUST0948,Electronic check,52.71,2611.53
CUST0949,Electronic check,95.98,2327.09
CUST0950,Bank transfer,71.11,4247.59
CUST0951,,76.08,3173.89
CUST0952,Electronic check,25.35,884.13
CUST0953,Electronic check,65.69,240.29
CUST0954,Electronic check,22.26,518.3
CUST0955,Credit card,85.66,474.24
CUST0956,Electronic check,107.35,3790.79
CUST0957,Electronic check,85.86,4022.55
CUST0958,Credit card,87.57,4544.42
CUST0959,Electronic check,74.02,5214.6
CUST0960,Mailed check,77.55,3930.52
CUST0961,Credit card,41.91,613.76
CUST0962,Credit card,99.99,2499.27
CUST0963,Electronic check,40.71,562.0
CUST0964,Electronic check,87.91,
CUST0965,Mailed check,119.46,8230.74
CUST0966,,52.29,685.03
CUST0967,Electronic check,45.32,2545.01
CUST0968,Bank transfer,27.68,1188.45
CUST0969,Electronic check,91.38,3594.66
CUST0970,Bank transfer,61.86,3912.39
CUST0971,Electronic check,33.75,1707.41
CUST0972,Credit card,75.97,2556.2
CUST0973,Bank transfer,108.04,179.79
CUST0974,Electronic check,86.71,2463.66
CUST0975,Electronic check,25.97,
CUST0976,Electronic check,44.13,1281.9
CUST0977,Electronic check,85.02,1664.05
CUST0978,Credit card,53.71,3402.87
CUST0979,Electronic check,52.42,1913.48
CUST0980,Bank transfer,39.0,1344.6
CUST0981,Electronic check,108.73,4162.7
CUST0982,Bank transfer,20.33,863.41
CUST0983,Electronic check,67.64,3641.25
CUST0984,Mailed check,40.49,1496.77
CUST0985,Bank transfer,104.08,3191.65
CUST0986,Credit card,32.46,2246.82
CUST0987,Bank transfer,41.34,538.8
CUST0988,Electronic check,52.21,3654.6
CUST0989,Mailed check,47.41,2344.58
CUST0990,Credit card,58.1,522.0
CUST0991,Electronic check,117.92,3995.74
CUST0992,Electronic check,47.85,567.95
CUST0993,Bank transfer,74.79,567.73
CUST0994,Bank transfer,92.32,
CUST0995,Credit card,66.91,235.38
CUST0996,Electronic check,118.29,6942.7
CUST0997,Credit card,72.35,4331.77
CUST0998,Mailed check,51.45,741.62
CUST0999,Electronic check,110.37,4279.72
CUST1000,Electronic check,57.4,386.86
