customer_id,tenure_months,contract_type,internet_service,online_security,tech_support,join_date,churn
CUST0406,17,Month-to-month,,No,No,2022-12-16,No
CUST0407,29,Month-to-month,DSL,No,No,2025-01-22,Yes
CUST0408,23,Month-to-month,DSL,No,Yes,2024-06-17,Yes
CUST0409,21,Month-to-month,DSL,Yes,Yes,2023-08-05,Yes
CUST0410,19,One year,DSL,Yes,Yes,2022-06-30,No
CUST0411,16,Two year,Fiber optic,Yes,No,2023-07-21,Yes
CUST0412,23,Month-to-month,DSL,No,No,2024-07-17,Yes
CUST0413,4,Month-to-month,Fiber optic,No,No,2023-10-30,Yes
CUST0414,49,Two year,Fiber optic,Yes,No,2024-07-20,Yes
CUST0415,26,Month-to-month,Fiber optic,No,Yes,2024-05-06,Yes
CUST0416,22,Month-to-month,DSL,No,No,2024-08-27,No
CUST0417,42,Month-to-month,,No,No,2022-01-11,Yes
CUST0418,68,Month-to-month,Fiber optic,Yes,No,2022-01-26,No
CUST0419,12,Month-to-month,DSL,No,Yes,2022-10-11,No
CUST0420,1,Two year,Fiber optic,No,Yes,2025-01-15,Yes
CUST0421,8,Month-to-month,DSL,Yes,Yes,2022-03-25,Yes
CUST0422,43,Month-to-month,DSL,Yes,Yes,2024-10-28,Yes
CUST0423,65,Month-to-month,Fiber optic,No,No,2022-05-15,Yes
CUST0424,10,Month-to-month,Fiber optic,No,Yes,2022-02-16,Yes
CUST0425,54,Month-to-month,DSL,Yes,Yes,2024-11-30,No
CUST0426,68,One year,DSL,Yes,No,2024-09-18,No
CUST0427,59,Two year,DSL,No,Yes,2022-11-11,Yes
CUST0428,34,Month-to-month,Fiber optic,No,No,2022-11-29,Yes
CUST0429,41,Month-to-month,Fiber optic,No,No,2022-10-29,No
CUST0430,62,Two year,Fiber optic,No,Yes,2024-07-02,Yes
CUST0431,36,Month-to-month,Fiber optic,Yes,No,2024-11-13,No
CUST0432,50,Month-to-month,DSL,No,Yes,2024-05-01,No
CUST0433,12,Month-to-month,,No,No,2024-02-09,Yes
CUST0434,60,One year,DSL,Yes,No,2023-09-11,No
CUST0435,1,Month-to-month,Fiber optic,No,Yes,2024-05-04,Yes
CUST0436,36,Month-to-month,Fiber optic,No,No,2024-09-01,No
CUST0437,21,Month-to-month,DSL,Yes,No,2024-05-09,Yes
CUST0438,25,One year,DSL,Yes,No,2023-09-09,Yes
CUST0439,19,Month-to-month,DSL,No,No,2022-07-29,Yes
CUST0440,59,Two year,DSL,Yes,No,2022-10-12,No
CUST0441,39,Month-to-month,DSL,Yes,Yes,2022-06-10,Yes
CUST0442,56,Month-to-month,Fiber optic,Yes,No,2022-05-16,Yes
CUST0443,26,Month-to-month,DSL,No,No,2023-05-11,Yes
CUST0444,28,One year,DSL,Yes,Yes,2024-08-30,No
CUST0445,49,Month-to-month,DSL,No,Yes,2024-10-12,No
CUST0446,64,Month-to-month,Fiber optic,No,No,2024-05-26,Yes
CUST0447,2,Two year,DSL,No,Yes,2022-07-28,No
CUST0448,26,Month-to-month,DSL,No,No,2023-07-14,No
CUST0449,52,Two year,DSL,No,Yes,2023-04-18,No
CUST0450,4,Two year,Fiber optic,Yes,No,2022-06-06,Yes
CUST0451,64,Month-to-month,DSL,Yes,Yes,2022-09-01,Yes
CUST0452,23,Month-to-month,DSL,Yes,No,2024-03-07,Yes
CUST0453,72,Two year,DSL,No,No,2023-08-06,No
CUST0454,4,One year,DSL,No,No,2022-04-26,No
CUST0455,9,Two year,DSL,No,Yes,2024-11-20,No
CUST0456,49,Month-to-month,DSL,No,Yes,2024-10-14,Yes
CUST0457,56,Month-to-month,,No,No,2023-03-15,Yes
CUST0458,12,One year,Fiber optic,No,Yes,2024-05-24,Yes
CUST0459,70,Month-to-month,DSL,No,Yes,2024-11-23,No
CUST0460,69,One year,,No,No,2022-05-03,No
CUST0461,53,Month-to-month,DSL,Yes,No,2022-11-25,Yes
CUST0462,4,Month-to-month,DSL,No,No,2022-11-23,Yes
CUST0463,6,Two year,DSL,Yes,No,2024-04-13,No
CUST0464,15,Month-to-month,DSL,No,No,2022-09-08,No
CUST0465,31,Two year,DSL,Yes,No,2022-04-25,No
CUST0466,32,Two year,,No,No,2023-09-24,Yes
CUST0467,31,Month-to-month,Fiber optic,No,Yes,2024-06-25,Yes
CUST0468,31,Month-to-month,DSL,No,No,2024-04-12,No
CUST0469,53,Two year,DSL,Yes,Yes,2023-12-22,No
CUST0470,4,One year,DSL,No,Yes,2023-09-18,Yes
CUST0471,53,One year,DSL,Yes,No,2023-11-02,No
CUST0472,29,Month-to-month,Fiber optic,Yes,Yes,2022-12-12,Yes
CUST0473,22,Two year,Fiber optic,No,No,2023-04-05,No
CUST0474,64,Month-to-month,DSL,Yes,No,2023-01-05,Yes
CUST0475,58,Two year,Fiber optic,No,Yes,2023-10-25,No
CUST0476,33,Month-to-month,DSL,Yes,No,2022-04-04,Yes
CUST0477,72,Month-to-month,DSL,No,No,2023-10-12,Yes
CUST0478,64,Two year,Fiber optic,No,No,2023-06-25,No
CUST0479,20,Month-to-month,Fiber optic,No,Yes,2023-01-11,Yes
CUST0480,6,Month-to-month,Fiber optic,No,No,2022-10-31,Yes
CUST0481,66,One year,Fiber optic,Yes,Yes,2024-05-02,No
CUST0482,37,One year,DSL,Yes,No,2024-09-09,No
CUST0483,58,Month-to-month,Fiber optic,Yes,Yes,2023-08-03,Yes
CUST0484,52,Month-to-month,Fiber optic,No,Yes,2024-03-06,Yes
CUST0485,39,Month-to-month,Fiber optic,No,Yes,2024-01-23,Yes
CUST0486,55,Month-to-month,DSL,Yes,No,2024-11-17,Yes
CUST0487,68,One year,DSL,No,Yes,2022-11-01,No
CUST0488,7,Month-to-month,Fiber optic,No,No,2023-06-03,Yes
CUST0489,60,Month-to-month,DSL,Yes,No,2024-07-20,No
CUST0490,24,Month-to-month,DSL,Yes,No,2022-08-27,Yes
CUST0491,47,One year,Fiber optic,No,Yes,2022-08-18,No
CUST0492,19,One year,Fiber optic,Yes,Yes,2024-08-28,No
CUST0493,61,Month-to-month,DSL,No,No,2024-06-03,No
CUST0494,63,Month-to-month,Fiber optic,No,Yes,2024-05-14,Yes
CUST0495,15,Month-to-month,DSL,No,Yes,2024-08-19,Yes
CUST0496,60,Month-to-month,Fiber optic,No,No,2022-11-28,Yes
CUST0497,23,Month-to-month,DSL,No,No,2022-04-07,No
CUST0498,65,Month-to-month,DSL,Yes,Yes,2023-11-28,No
CUST0499,66,One year,DSL,No,No,2022-08-05,No
CUST0500,14,Month-to-month,DSL,No,Yes,2024-11-02,Yes
CUST0501,18,Month-to-month,,No,No,2024-08-28,Yes
CUST0502,32,Month-to-month,DSL,Yes,Yes,2024-04-18,No
CUST0503,57,Month-to-month,Fiber optic,Yes,Yes,2022-12-03,Yes
CUST0504,8,Two year,Fiber optic,No,No,2025-02-07,No
CUST0505,36,Two year,DSL,No,No,2024-06-24,No
CUST0506,11,Month-to-month,Fiber optic,Yes,No,2023-10-02,Yes
CUST0507,39,One year,DSL,Yes,No,2022-09-11,Yes
CUST0508,44,Two year,,No,No,2024-12-28,No
CUST0509,49,Month-to-month,DSL,Yes,No,2024-05-21,No
CUST0510,58,Month-to-month,DSL,No,No,2024-06-20,No
CUST0511,65,Month-to-month,DSL,Yes,Yes,2022-11-18,No
CUST0512,16,Month-to-month,Fiber optic,Yes,No,2023-08-26,Yes
CUST0513,40,Two year,Fiber optic,No,Yes,2022-04-02,Yes
CUST0514,17,One year,DSL,No,No,2022-07-02,No
CUST0515,70,Month-to-month,DSL,No,Yes,2023-09-25,Yes
CUST0516,67,Month-to-month,Fiber optic,Yes,Yes,2023-02-26,Yes
CUST0517,69,One year,DSL,Yes,No,2024-12-17,No
CUST0518,19,Month-to-month,DSL,No,Yes,2023-01-07,Yes
CUST0519,42,Month-to-month,Fiber optic,Yes,Yes,2023-04-30,Yes
CUST0520,41,Month-to-month,DSL,No,Yes,2025-02-08,No
CUST0521,53,Month-to-month,Fiber optic,Yes,No,2023-05-18,Yes
CUST0522,60,Two year,Fiber optic,Yes,Yes,2023-07-14,No
CUST0523,66,Month-to-month,Fiber optic,Yes,No,2022-10-14,Yes
CUST0524,44,One year,Fiber optic,No,Yes,2023-03-08,No
CUST0525,1,One year,DSL,Yes,No,2024-09-28,No
CUST0526,4,Two year,DSL,Yes,No,2024-01-04,Yes
CUST0527,48,Two year,DSL,Yes,No,2023-01-28,Yes
CUST0528,64,Two year,DSL,Yes,Yes,2024-03-22,Yes
CUST0529,23,Month-to-month,DSL,No,Yes,2023-07-16,Yes
CUST0530,72,Two year,DSL,Yes,No,2023-07-16,Yes
CUST0531,29,Month-to-month,Fiber optic,No,Yes,2022-02-21,No
CUST0532,22,Month-to-month,Fiber optic,Yes,No,2023-11-16,No
CUST0533,43,Month-to-month,DSL,No,Yes,2022-06-25,No
CUST0534,17,Month-to-month,DSL,No,Yes,2022-04-17,Yes
CUST0535,2,Month-to-month,DSL,Yes,No,2022-02-23,Yes
CUST0536,9,Month-to-month,,No,No,2023-12-29,Yes
CUST0537,6,Month-to-month,DSL,No,No,2022-10-26,Yes
CUST0538,19,Month-to-month,Fiber optic,Yes,No,2023-02-17,No
CUST0539,43,Two year,DSL,No,No,2022-03-28,No
CUST0540,28,Month-to-month,,No,No,2023-02-25,Yes
CUST0541,4,Month-to-month,DSL,No,Yes,2023-08-05,Yes
CUST0542,26,Month-to-month,,No,No,2024-02-16,No
CUST0543,31,Month-to-month,DSL,No,Yes,2022-09-25,Yes
CUST0544,55,Two year,DSL,Yes,No,2022-04-20,No
CUST0545,11,One year,Fiber optic,Yes,No,2024-11-08,Yes
CUST0546,62,One year,DSL,No,Yes,2024-07-14,No
CUST0547,33,Month-to-month,DSL,No,No,2024-11-15,Yes
CUST0548,64,Month-to-month,DSL,Yes,No,2022-06-18,Yes
CUST0549,13,Month-to-month,Fiber optic,No,Yes,2023-07-17,Yes
CUST0550,39,Month-to-month,,No,No,2022-01-25,Yes
CUST0551,30,One year,DSL,No,No,2023-01-20,Yes
CUST0552,4,Month-to-month,DSL,Yes,No,2023-11-27,Yes
CUST0553,3,Month-to-month,DSL,No,No,2024-03-11,Yes
CUST0554,39,Month-to-month,Fiber optic,Yes,No,2024-03-01,Yes
CUST0555,48,Month-to-month,Fiber optic,No,No,2025-01-03,Yes
CUST0556,27,Month-to-month,Fiber optic,Yes,No,2024-07-28,Yes
CUST0557,32,Month-to-month,Fiber optic,No,No,2023-08-13,Yes
CUST0558,23,Month-to-month,Fiber optic,No,No,2022-07-15,Yes
CUST0559,69,Month-to-month,Fiber optic,Yes,No,2022-09-06,No
CUST0560,58,Month-to-month,DSL,Yes,Yes,2024-08-03,Yes
CUST0561,33,Month-to-month,DSL,No,No,2023-05-12,No
CUST0562,3,One year,DSL,No,Yes,2023-07-14,Yes
CUST0563,7,One year,Fiber optic,Yes,No,2022-01-10,Yes
CUST0564,26,Month-to-month,,No,No,2022-05-10,Yes
CUST0565,22,Month-to-month,Fiber optic,No,Yes,2024-03-20,No
CUST0566,2,Month-to-month,DSL,No,Yes,2024-01-26,Yes
CUST0567,69,One year,Fiber optic,No,Yes,2024-03-06,No
CUST0568,41,Two year,DSL,Yes,No,2023-04-22,No
CUST0569,31,One year,Fiber optic,Yes,Yes,2022-11-07,No
CUST0570,43,Month-to-month,Fiber optic,Yes,No,2022-02-18,Yes
CUST0571,32,One year,DSL,No,No,2022-05-13,No
CUST0572,17,Month-to-month,Fiber optic,Yes,Yes,2024-08-14,Yes
CUST0573,37,Month-to-month,DSL,No,Yes,2024-02-13,Yes
CUST0574,20,One year,DSL,No,No,2023-09-07,No
CUST0575,40,Month-to-month,Fiber optic,Yes,No,2022-11-13,No
CUST0576,52,Two year,,No,No,2022-05-26,No
CUST0577,56,Two year,Fiber optic,No,No,2022-04-29,No
CUST0578,47,One year,Fiber optic,Yes,No,2022-10-29,Yes
CUST0579,15,One year,,No,No,2022-06-14,No
CUST0580,39,Month-to-month,Fiber optic,No,No,2022-07-02,Yes
CUST0581,27,Two year,DSL,Yes,No,2024-05-05,No
CUST0582,24,One year,DSL,Yes,No,2023-02-16,Yes
CUST0583,14,Two year,DSL,No,Yes,2023-04-26,Yes
CUST0584,1,One year,DSL,Yes,Yes,2023-06-29,No
CUST0585,44,Two year,,No,No,2022-04-28,No
CUST0586,52,One year,DSL,Yes,No,2023-05-25,No
CUST0587,25,Month-to-month,,No,No,2022-04-04,No
CUST0588,11,Month-to-month,,No,No,2022-07-25,Yes
CUST0589,64,One year,Fiber optic,No,Yes,2024-09-14,No
CUST0590,56,Two year,,No,No,2023-07-29,Yes
CUST0591,18,Two year,DSL,No,Yes,2022-05-13,No
CUST0592,72,Two year,DSL,No,Yes,2023-11-28,No
CUST0593,41,Two year,DSL,Yes,Yes,2023-10-17,No
CUST0594,51,Month-to-month,DSL,No,Yes,2023-08-04,Yes
CUST0595,41,Month-to-month,DSL,No,Yes,2024-02-11,Yes
CUST0596,29,One year,Fiber optic,Yes,No,2022-11-23,No
CUST0597,51,Month-to-month,DSL,Yes,No,2022-04-21,No
CUST0598,62,Month-to-month,DSL,Yes,Yes,2022-07-28,Yes
CUST0599,13,Month-to-month,,No,No,2023-11-25,Yes
CUST0600,16,Month-to-month,Fiber optic,Yes,No,2022-07-03,No
CUST0601,2,Month-to-month,DSL,Yes,Yes,2024-09-09,Yes
CUST0602,56,Month-to-month,DSL,Yes,No,2025-02-12,No
CUST0603,27,Two year,DSL,Yes,Yes,2022-09-09,Yes
CUST0604,5,Month-to-month,DSL,Yes,No,2023-05-24,Yes
CUST0605,69,Month-to-month,Fiber optic,No,Yes,2022-04-02,Yes
CUST0606,71,Month-to-month,DSL,No,Yes,2022-12-01,Yes
CUST0607,27,Month-to-month,,No,No,2024-02-02,Yes
CUST0608,20,Month-to-month,DSL,Yes,Yes,2025-01-28,Yes
CUST0609,29,Month-to-month,,No,No,2022-09-10,Yes
CUST0610,68,Month-to-month,DSL,No,Yes,2024-03-08,Yes
CUST0611,17,Month-to-month,Fiber optic,Yes,Yes,2022-04-19,No
CUST0612,54,One year,,No,No,2023-07-19,No
CUST0613,12,Two year,DSL,Yes,Yes,2022-07-11,Yes
CUST0614,2,Two year,Fiber optic,Yes,No,2024-12-26,No
CUST0615,55,One year,DSL,Yes,No,2024-12-08,No
CUST0616,55,Month-to-month,,No,No,2025-01-09,No
CUST0617,28,Month-to-month,DSL,No,Yes,2024-09-26,Yes
CUST0618,1,Month-to-month,DSL,Yes,Yes,2024-12-19,Yes
CUST0619,33,Month-to-month,DSL,No,Yes,2024-06-17,Yes
CUST0620,46,Two year,DSL,No,Yes,2023-11-10,No
CUST0621,54,Month-to-month,Fiber optic,Yes,No,2024-03-29,Yes
CUST0622,14,One year,DSL,Yes,Yes,2024-05-29,No
CUST0623,11,One year,DSL,Yes,Yes,2023-06-24,No
CUST0624,14,One year,DSL,Yes,Yes,2023-07-15,No
CUST0625,7,Month-to-month,Fiber optic,Yes,Yes,2024-11-10,Yes
CUST0626,54,Month-to-month,DSL,Yes,Yes,2023-08-08,Yes
CUST0627,47,Month-to-month,Fiber optic,Yes,No,2024-12-19,Yes
CUST0628,14,Month-to-month,DSL,Yes,Yes,2022-06-03,No
CUST0629,20,Month-to-month,Fiber optic,No,No,2022-08-29,No
CUST0630,36,One year,DSL,Yes,Yes,2024-12-26,No
CUST0631,50,Month-to-month,DSL,Yes,Yes,2024-11-16,Yes
CUST0632,35,Month-to-month,DSL,Yes,No,2023-07-23,No
CUST0633,27,Month-to-month,DSL,No,No,2025-01-29,Yes
CUST0634,2,One year,,No,No,2025-01-05,Yes
CUST0635,49,Two year,Fiber optic,Yes,No,2024-03-20,Yes
CUST0636,12,Month-to-month,Fiber optic,Yes,Yes,2023-01-05,No
CUST0637,25,Month-to-month,DSL,No,Yes,2022-01-25,Yes
CUST0638,6,Month-to-month,DSL,Yes,Yes,2023-11-25,No
CUST0639,21,Month-to-month,DSL,No,Yes,2025-01-20,Yes
CUST0640,4,Month-to-month,DSL,No,Yes,2022-08-19,Yes
CUST0641,43,Month-to-month,,No,No,2022-12-31,Yes
CUST0642,39,One year,Fiber optic,No,No,2022-06-06,No
CUST0643,19,Month-to-month,Fiber optic,No,Yes,2023-07-25,Yes
CUST0644,41,Month-to-month,,No,No,2022-10-11,No
CUST0645,69,Month-to-month,DSL,Yes,No,2023-03-26,No
CUST0646,72,Month-to-month,DSL,No,No,2022-10-13,Yes
CUST0647,29,Month-to-month,,No,No,2022-02-23,Yes
CUST0648,21,Month-to-month,DSL,Yes,Yes,2022-11-03,No
CUST0649,53,One year,Fiber optic,Yes,No,2022-03-07,No
CUST0650,59,Month-to-month,,No,No,2024-05-17,No
CUST0651,28,Month-to-month,DSL,Yes,No,2024-04-09,No
CUST0652,35,Month-to-month,Fiber optic,No,Yes,2022-08-07,Yes
CUST0653,26,One year,DSL,Yes,No,2023-09-25,Yes
CUST0654,51,One year,Fiber optic,Yes,No,2022-07-26,No
CUST0655,5,Month-to-month,DSL,Yes,Yes,2022-10-16,Yes
CUST0656,17,Month-to-month,Fiber optic,No,Yes,2024-03-04,Yes
CUST0657,2,Month-to-month,Fiber optic,Yes,No,2023-08-29,Yes
CUST0658,59,Month-to-month,DSL,No,Yes,2024-09-26,Yes
CUST0659,47,Month-to-month,DSL,Yes,No,2022-03-29,No
CUST0660,14,Month-to-month,DSL,Yes,Yes,2022-07-11,Yes
CUST0661,11,Month-to-month,,No,No,2024-04-02,Yes
CUST0662,61,Month-to-month,Fiber optic,No,Yes,2022-03-06,No
CUST0663,56,Two year,DSL,Yes,No,2022-06-21,Yes
CUST0664,68,Month-to-month,DSL,Yes,Yes,2023-09-01,Yes
CUST0665,56,Month-to-month,DSL,Yes,Yes,2022-10-24,Yes
CUST0666,20,Two year,DSL,No,Yes,2023-06-23,No
CUST0667,58,One year,DSL,Yes,No,2024-02-13,No
CUST0668,47,Month-to-month,Fiber optic,Yes,No,2024-04-20,Yes
CUST0669,23,Month-to-month,Fiber optic,Yes,No,2024-06-14,Yes
CUST0670,14,Month-to-month,,No,No,2025-01-20,Yes
CUST0671,28,Month-to-month,DSL,Yes,No,2024-08-08,Yes
CUST0672,48,One year,DSL,No,No,2024-04-29,No
CUST0673,20,One year,Fiber optic,No,No,2024-05-30,Yes
CUST0674,55,Month-to-month,,No,No,2024-11-25,Yes
CUST0675,51,One year,DSL,Yes,No,2024-06-14,Yes
CUST0676,49,Month-to-month,,No,No,2023-01-18,Yes
CUST0677,49,One year,DSL,Yes,Yes,2022-07-31,Yes
CUST0678,24,Month-to-month,DSL,Yes,No,2024-04-27,Yes
CUST0679,41,One year,DSL,No,Yes,2022-03-06,Yes
CUST0680,67,One year,DSL,Yes,Yes,2023-03-19,No
CUST0681,11,One year,DSL,No,Yes,2025-02-03,No
CUST0682,33,Month-to-month,Fiber optic,No,No,2023-10-01,Yes
CUST0683,35,One year,Fiber optic,No,Yes,2022-05-12,No
CUST0684,68,Month-to-month,DSL,No,No,2022-05-29,Yes
CUST0685,41,One year,DSL,No,Yes,2023-03-11,No
CUST0686,54,One year,Fiber optic,Yes,Yes,2022-04-06,No
CUST0687,50,Month-to-month,DSL,Yes,No,2024-04-04,Yes
CUST0688,61,Month-to-month,Fiber optic,No,No,2025-02-13,No
CUST0689,16,One year,DSL,Yes,Yes,2023-10-24,No
CUST0690,48,One year,DSL,Yes,No,2022-04-09,No
CUST0691,22,Two year,DSL,No,Yes,2024-04-26,No
CUST0692,63,Two year,Fiber optic,Yes,Yes,2022-06-19,Yes
CUST0693,10,Month-to-month,DSL,Yes,No,2022-08-03,Yes
CUST0694,40,One year,Fiber optic,Yes,Yes,2024-07-15,No
CUST0695,55,Month-to-month,Fiber optic,Yes,Yes,2022-08-14,Yes
CUST0696,68,Month-to-month,,No,No,2022-11-05,Yes
CUST0697,13,Month-to-month,,No,No,2022-12-28,Yes
CUST0698,7,One year,DSL,Yes,Yes,2024-12-25,Yes
CUST0699,51,Month-to-month,Fiber optic,No,No,2023-12-13,Yes
CUST0700,65,Two year,Fiber optic,Yes,Yes,2023-01-19,No
CUST0701,43,Month-to-month,Fiber optic,Yes,Yes,2022-01-03,Yes
CUST0702,38,One year,DSL,Yes,Yes,2023-11-19,No
CUST0703,47,Month-to-month,DSL,No,No,2022-02-12,Yes
CUST0704,4,Month-to-month,,No,No,2023-02-01,No
CUST0705,23,Month-to-month,Fiber optic,No,No,2023-01-26,Yes
CUST0706,59,Month-to-month,DSL,Yes,Yes,2024-08-13,No
CUST0707,63,Month-to-month,DSL,Yes,Yes,2022-04-19,Yes
CUST0708,33,Month-to-month,Fiber optic,Yes,Yes,2023-02-07,Yes
CUST0709,32,One year,DSL,Yes,No,2022-12-21,No
CUST0710,26,Month-to-month,DSL,No,Yes,2024-08-02,Yes
CUST0711,68,Month-to-month,,No,No,2024-05-25,Yes
CUST0712,54,Month-to-month,,No,No,2024-02-04,Yes
CUST0713,51,Month-to-month,DSL,No,Yes,2022-08-08,Yes
CUST0714,16,One year,Fiber optic,Yes,Yes,2024-10-11,Yes
CUST0715,40,One year,Fiber optic,Yes,Yes,2022-09-05,No
CUST0716,8,Two year,DSL,Yes,Yes,2024-06-18,No
CUST0717,19,One year,DSL,Yes,No,2022-07-24,No
CUST0718,14,Month-to-month,DSL,No,No,2023-09-13,Yes
CUST0719,18,Month-to-month,DSL,Yes,No,2023-03-08,Yes
CUST0720,20,Month-to-month,DSL,Yes,No,2024-03-17,Yes
CUST0721,65,One year,DSL,No,No,2022-05-19,Yes
CUST0722,61,Month-to-month,Fiber optic,Yes,Yes,2024-02-26,Yes
CUST0723,5,One year,Fiber optic,Yes,Yes,2024-02-13,Yes
CUST0724,57,One year,Fiber optic,No,Yes,2022-07-17,Yes
CUST0725,70,Two year,Fiber optic,No,Yes,2024-08-28,Yes
CUST0726,9,Month-to-month,Fiber optic,Yes,Yes,2022-08-30,Yes
CUST0727,38,Two year,Fiber optic,Yes,Yes,2023-05-10,No
CUST0728,15,Month-to-month,,No,No,2024-05-13,Yes
CUST0729,43,Two year,Fiber optic,Yes,No,2022-03-14,No
CUST0730,62,Two year,DSL,Yes,No,2024-06-02,No
CUST0731,4,One year,Fiber optic,No,Yes,2024-02-12,No
CUST0732,16,Two year,DSL,Yes,No,2023-04-21,Yes
CUST0733,2,Two year,DSL,Yes,Yes,2023-10-06,Yes
CUST0734,51,Month-to-month,DSL,No,Yes,2024-01-02,No
CUST0735,71,Month-to-month,Fiber optic,No,No,2022-04-21,Yes
CUST0736,27,Two year,Fiber optic,No,Yes,2022-10-18,Yes
CUST0737,3,Month-to-month,DSL,No,No,2023-07-26,Yes
CUST0738,6,Month-to-month,Fiber optic,Yes,No,2022-02-23,Yes
CUST0739,28,One year,Fiber optic,No,No,2022-04-27,No
CUST0740,60,Month-to-month,Fiber optic,No,Yes,2023-05-03,Yes
CUST0741,70,Month-to-month,DSL,No,No,2022-01-26,Yes
CUST0742,60,Month-to-month,DSL,No,No,2024-04-16,Yes
CUST0743,57,Month-to-month,DSL,No,Yes,2022-04-12,Yes
CUST0744,41,Month-to-month,DSL,No,No,2023-12-25,Yes
CUST0745,57,Month-to-month,DSL,No,No,2023-08-03,Yes
CUST0746,48,Month-to-month,Fiber optic,Yes,No,2022-02-22,Yes
CUST0747,49,One year,Fiber optic,No,Yes,2023-04-05,Yes
CUST0748,16,One year,DSL,No,No,2023-08-24,No
CUST0749,41,One year,DSL,No,No,2022-06-06,No
CUST0750,17,Two year,,No,No,2023-06-18,No
CUST0751,19,Month-to-month,Fiber optic,Yes,No,2023-06-24,No
CUST0752,56,Month-to-month,DSL,No,No,2025-02-14,Yes
CUST0753,14,Two year,Fiber optic,No,No,2024-06-11,Yes
CUST0754,1,Month-to-month,Fiber optic,No,No,2023-07-27,Yes
CUST0755,67,Two year,Fiber optic,No,No,2023-01-01,No
CUST0756,67,Month-to-month,DSL,No,No,2024-09-23,Yes
CUST0757,36,Month-to-month,Fiber optic,Yes,Yes,2025-01-10,Yes
CUST0758,27,Month-to-month,DSL,No,Yes,2022-08-13,No
CUST0759,12,Two year,Fiber optic,Yes,No,2023-04-01,No
CUST0760,66,One year,Fiber optic,Yes,No,2024-12-03,Yes
CUST0761,2,Month-to-month,Fiber optic,Yes,Yes,2023-01-19,Yes
CUST0762,56,Month-to-month,DSL,Yes,Yes,2024-02-18,No
CUST0763,30,Two year,DSL,No,No,2023-03-25,Yes
CUST0764,42,Month-to-month,DSL,No,Yes,2022-09-20,No
CUST0765,31,Month-to-month,DSL,No,Yes,2023-10-13,Yes
CUST0766,63,One year,Fiber optic,No,No,2022-12-08,Yes
CUST0767,70,Month-to-month,Fiber optic,Yes,No,2025-02-06,Yes
CUST0768,69,Month-to-month,DSL,Yes,No,2023-05-25,No
CUST0769,51,One year,DSL,Yes,Yes,2022-03-11,Yes
CUST0770,35,Two year,Fiber optic,No,Yes,2022-11-07,Yes
CUST0771,42,Month-to-month,DSL,No,Yes,2024-08-23,Yes
CUST0772,37,Two year,DSL,Yes,No,2025-01-24,No
CUST0773,30,Month-to-month,DSL,No,No,2022-06-21,Yes
CUST0774,19,Month-to-month,Fiber optic,Yes,Yes,2023-09-30,No
CUST0775,35,One year,Fiber optic,No,No,2024-08-02,No
CUST0776,55,One year,Fiber optic,Yes,Yes,2022-08-21,Yes
CUST0777,71,Month-to-month,DSL,No,No,2024-02-01,Yes
CUST0778,48,Month-to-month,DSL,No,Yes,2024-08-28,Yes
CUST0779,25,Month-to-month,DSL,Yes,Yes,2022-05-17,Yes
CUST0780,36,Month-to-month,DSL,No,No,2023-06-06,Yes
CUST0781,28,Month-to-month,DSL,No,No,2023-07-22,No
CUST0782,1,One year,DSL,Yes,Yes,2023-10-25,Yes
CUST0783,61,Month-to-month,DSL,No,No,2023-12-29,Yes
CUST0784,36,One year,Fiber optic,No,No,2024-06-10,No
CUST0785,45,One year,Fiber optic,Yes,No,2022-01-22,Yes
CUST0786,13,Two year,Fiber optic,Yes,No,2024-09-07,No
CUST0787,4,Two year,,No,No,2024-08-27,No
CUST0788,4,One year,Fiber optic,Yes,Yes,2022-09-02,Yes
CUST0789,3,Month-to-month,Fiber optic,Yes,No,2024-04-05,Yes
CUST0790,35,Month-to-month,DSL,Yes,No,2022-01-07,Yes
CUST0791,60,Month-to-month,DSL,Yes,Yes,2022-02-11,No
CUST0792,32,Month-to-month,,No,No,2022-09-29,Yes
CUST0793,41,Month-to-month,DSL,Yes,Yes,2024-06-19,Yes
CUST0794,22,Month-to-month,DSL,Yes,No,2023-08-15,Yes
CUST0795,66,One year,DSL,Yes,Yes,2024-08-31,Yes
CUST0796,14,One year,DSL,No,No,2022-07-25,Yes
CUST0797,3,Month-to-month,Fiber optic,No,No,2024-02-04,Yes
CUST0798,65,Month-to-month,DSL,No,Yes,2023-09-08,No
CUST0799,43,One year,DSL,Yes,No,2022-01-02,No
CUST0800,31,Two year,Fiber optic,Yes,No,2022-07-24,No
CUST0801,32,One year,DSL,Yes,No,2024-05-19,No
CUST0802,23,One year,DSL,Yes,No,2022-10-10,No
CUST0803,24,Month-to-month,DSL,No,Yes,2023-01-03,Yes
CUST0804,13,One year,Fiber optic,Yes,No,2024-07-20,Yes
CUST0805,55,Month-to-month,Fiber optic,No,No,2024-12-31,No
CUST0806,11,Month-to-month,,No,No,2024-07-20,Yes
CUST0807,47,Month-to-month,DSL,No,No,2022-02-18,Yes
CUST0808,39,One year,DSL,Yes,No,2022-07-13,Yes
CUST0809,32,Two year,,No,No,2022-03-25,Yes
CUST0810,66,Two year,,No,No,2022-02-15,Yes
CUST0811,15,One year,,No,No,2023-05-15,No
CUST0812,24,Month-to-month,Fiber optic,Yes,No,2022-02-08,No
