customer_id,gender,age,city
CUST0845,Female,45,Kolkata
CUST0846,Female,36,Mumbai
CUST0847,Male,67,Chennai
CUST0848,Male,43,Hyderabad
CUST0849,Male,67,Mumbai
CUST0850,Female,22,Mumbai
CUST0851,Female,25,Delhi
CUST0852,Male,50,Chennai
CUST0853,Female,50,Pune
CUST0854,Female,32,Mumbai
CUST0855,Male,26,Hyderabad
CUST0856,Male,41,Chennai
CUST0857,Male,65,Chennai
CUST0858,Female,44,Kolkata
CUST0859,Male,48,Kolkata
CUST0860,Male,33,Pune
CUST0861,Male,65,Chennai
CUST0862,Female,30,Bangalore
CUST0863,Female,69,Chennai
CUST0864,Male,25,Kolkata
CUST0865,Male,27,Mumbai
CUST0866,Male,61,Chennai
CUST0867,Female,38,Pune
CUST0868,Male,66,Kolkata
CUST0869,Male,31,Kolkata
CUST0870,Female,27,Hyderabad
CUST0871,Female,66,Hyderabad
CUST0872,Female,44,Pune
CUST0873,Female,33,Hyderabad
CUST0874,Male,54,Chennai
CUST0875,Female,60,Pune
CUST0876,Female,40,Pune
CUST0877,Male,49,Mumbai
CUST0878,Female,30,Kolkata
CUST0879,Female,66,Bangalore
CUST0880,Female,26,Delhi
CUST0881,Female,32,Kolkata
CUST0882,Male,44,Mumbai
CUST0883,Female,52,Pune
CUST0884,Male,64,Mumbai
CUST0885,Male,53,Hyderabad
CUST0886,Female,45,Hyderabad
CUST0887,Female,18,Mumbai
CUST0888,Male,19,Bangalore
CUST0889,Male,63,Delhi
CUST0890,Male,53,Hyderabad
CUST0891,Female,29,Kolkata
CUST0892,Male,52,Bangalore
CUST0893,Female,60,Mumbai
CUST0894,Female,20,Pune
CUST0895,Male,36,Chennai
CUST0896,Female,49,Delhi
CUST0897,Male,37,Mumbai
CUST0898,Female,22,Pune
CUST0899,Female,29,Pune
CUST0900,Female,31,Delhi
CUST0901,Female,26,Bangalore
CUST0902,Female,36,Delhi
CUST0903,Male,20,Kolkata
CUST0904,Male,67,Chennai
CUST0905,Female,27,Kolkata
CUST0906,Female,21,Delhi
CUST0907,Female,67,Hyderabad
CUST0908,Male,61,Bangalore
CUST0909,Male,42,Hyderabad
CUST0910,Female,31,Hyderabad
CUST0911,Male,54,Chennai
CUST0912,Male,52,Chennai
CUST0913,Male,62,Mumbai
CUST0914,Female,38,Bangalore
CUST0915,Male,65,Mumbai
CUST0916,Male,44,Pune
CUST0917,Male,26,Bangalore
CUST0918,Male,41,Pune
CUST0919,Male,40,Bangalore
CUST0920,Male,21,Pune
CUST0921,Male,65,Pune
CUST0922,Female,44,Bangalore
CUST0923,Male,19,Pune
CUST0924,Female,57,Delhi
CUST0925,Male,23,Kolkata
CUST0926,Male,48,Mumbai
CUST0927,Male,62,Chennai
CUST0928,Female,70,Pune
CUST0929,Female,23,Chennai
CUST0930,Female,66,Chennai
CUST0931,Female,47,Hyderabad
CUST0932,Male,27,Mumbai
CUST0933,Male,49,Kolkata
CUST0934,Female,69,Bangalore
CUST0935,Female,69,Hyderabad
CUST0936,Female,68,Mumbai
CUST0937,Female,54,Hyderabad
CUST0938,Female,22,Kolkata
CUST0939,Female,53,Kolkata
CUST0940,Female,33,Mumbai
CUST0941,Female,58,Delhi
CUST0942,Male,21,Hyderabad
CUST0943,Female,38,Delhi
CUST0944,Female,40,Mumbai
CUST0945,Female,28,Mumbai
CUST0946,Male,50,Mumbai
CUST0947,Male,55,Kolkata
CUST0948,Female,50,Hyderabad
CUST0949,Female,31,Pune
CUST0950,Female,41,Hyderabad
CUST0951,Female,64,Delhi
CUST0952,Male,18,Bangalore
CUST0953,Female,59,Pune
CUST0954,Male,48,Hyderabad
CUST0955,Female,19,Bangalore
CUST0956,Male,60,Hyderabad
CUST0957,Male,36,Chennai
CUST0958,Male,55,Bangalore
CUST0959,Female,46,Pune
CUST0960,Male,70,Hyderabad
CUST0961,Female,49,Hyderabad
CUST0962,Female,27,Bangalore
CUST0963,Male,52,Bangalore
CUST0964,Female,18,Pune
CUST0965,Female,66,Delhi
CUST0966,Male,33,Mumbai
CUST0967,Male,50,Mumbai
CUST0968,Male,36,Mumbai
CUST0969,Female,20,Kolkata
CUST0970,Male,46,Bangalore
CUST0971,Female,48,Kolkata
CUST0972,Female,53,Bangalore
CUST0973,Male,50,Chennai
CUST0974,Female,48,Delhi
CUST0975,Male,33,Bangalore
CUST0976,Female,46,Delhi
CUST0977,Male,63,Bangalore
CUST0978,Female,50,Hyderabad
CUST0979,Female,35,Kolkata
CUST0980,Female,35,Kolkata
CUST0981,Male,25,Kolkata
CUST0982,Female,52,Kolkata
CUST0983,Female,50,Delhi
CUST0984,Male,22,Bangalore
CUST0985,Female,45,Pune
CUST0986,Female,31,Mumbai
CUST0987,Male,35,Chennai
CUST0988,Female,19,Hyderabad
CUST0989,Male,56,Hyderabad
CUST0990,Male,59,Mumbai
CUST0991,Female,41,Hyderabad
CUST0992,Male,34,Pune
CUST0993,Male,57,Hyderabad
CUST0994,Male,22,Pune
CUST0995,Female,50,Bangalore
CUST0996,Female,33,Chennai
CUST0997,Female,51,Delhi
CUST0998,Female,37,Chennai
CUST0999,Male,59,Chennai
CUST1000,Male,44,Bangalore
